8.135163654339909733e-01;4.624979471071900861e+01;4.828774879661169450e+01;-3.561100544322271588e+01;-2.009354655859803813e+02;-5.358797441615152479e+01;-7.265690884882466172e+00;-2.084235625211187326e+00;-3.816587994798627204e+00;-1.437992780793075021e+01
8.135163654339191419e-01;4.624979471071927151e+01;4.828774879661209951e+01;-3.561100544322271588e+01;-2.009354655859813477e+02;-5.358797441615143953e+01;-7.265690884882409328e+00;-2.084235625211181997e+00;-3.816587994798632533e+00;-1.437992780793077330e+01
8.135163654339172545e-01;4.624979471071895176e+01;4.828774879661196451e+01;-3.561100544322270878e+01;-2.009354655859804950e+02;-5.358797441615156743e+01;-7.265690884882493705e+00;-2.084235625211166454e+00;-3.816587994798619654e+00;-1.437992780793087277e+01
8.135163654339867545e-01;4.624979471071938519e+01;4.828774879661146713e+01;-3.561100544322268036e+01;-2.009354655859806087e+02;-5.358797441615168822e+01;-7.265690884882435086e+00;-2.084235625211164233e+00;-3.816587994798625427e+00;-1.437992780793067737e+01
8.135163654338323225e-01;4.624979471071911519e+01;4.828774879661209951e+01;-3.561100544322270167e+01;-2.009354655859804382e+02;-5.358797441615178059e+01;-7.265690884882484823e+00;-2.084235625211217968e+00;-3.816587994798632533e+00;-1.437992780793080705e+01
8.135163654341410755e-01;4.624979471071922887e+01;4.828774879661164476e+01;-3.561100544322268036e+01;-2.009354655859806655e+02;-5.358797441615138268e+01;-7.265690884882467948e+00;-2.084235625211194876e+00;-3.816587994798632533e+00;-1.437992780793080705e+01
8.135163654341410755e-01;4.624979471071925019e+01;4.828774879661182950e+01;-3.561100544322277983e+01;-2.009354655859806655e+02;-5.358797441615138268e+01;-7.265690884882526568e+00;-2.084235625211221521e+00;-3.816587994798658734e+00;-1.437992780793085856e+01
8.135163654339867545e-01;4.624979471071919335e+01;4.828774879661187214e+01;-3.561100544322223271e+01;-2.009354655859806940e+02;-5.358797441615143953e+01;-7.265690884882568312e+00;-2.084235625211164233e+00;-3.816587994798640082e+00;-1.437992780793083369e+01
8.135163654339557793e-01;4.624979471071920756e+01;4.828774879661180108e+01;-3.561100544322271588e+01;-2.009354655859806087e+02;-5.358797441615147505e+01;-7.265690884882435086e+00;-2.084235625211233067e+00;-3.816587994798625427e+00;-1.437992780793070402e+01
8.135163654339592210e-01;4.624979471071920756e+01;4.828774879661180108e+01;-3.561100544322270167e+01;-2.009354655859806087e+02;-5.358797441615150348e+01;-7.265690884882534561e+00;-2.084235625211191323e+00;-3.816587994798565475e+00;-1.437992780793070402e+01
8.135163654339592210e-01;4.624979471071920756e+01;4.828774879661180108e+01;-3.561100544322270167e+01;-2.009354655859806087e+02;-5.358797441615149637e+01;-7.265690884882501699e+00;-2.084235625211179777e+00;-3.816587994798684935e+00;-1.437992780793072889e+01
-1.074499530706363544e+02;-1.438358468785431512e+02;3.288948815245529289e+01;5.921754714306114664e+00;-3.613360209862189265e+01;-1.427637342997135939e+01;5.820649414577243164e+01;-7.512441760999121243e+01;3.670038661692258586e+01;9.476602877590889307e+01
-1.290133070271230338e+02;-1.815510810736685983e+02;3.817192148863456680e+01;-1.161440297661613741e+01;4.589324322487140506e+00;-3.898680992120301880e+01;7.425314679401819262e+01;-3.725130251002791937e+01;2.619010239110578553e+01;2.697113243598944621e+01
-1.473507029154979193e+02;-2.128178609709762554e+02;4.125627295242764347e+01;-2.857242056574963840e+01;4.652256241221528654e+01;-7.767444353384289002e+01;7.983420207851813188e+01;3.837375982008593422e-01;1.318444120771449590e+01;-3.377208838530371082e+01
-1.473507029154978909e+02;-2.128178609709762554e+02;4.125627295242764347e+01;-2.857242056574963840e+01;4.652256241221528654e+01;-7.767444353384287581e+01;7.983420207851814610e+01;3.837375982007676933e-01;1.318444120771461492e+01;-3.377208838530373214e+01
-1.290133070271230338e+02;-1.815510810736685983e+02;3.817192148863456680e+01;-1.161440297661613741e+01;4.589324322487139618e+00;-3.898680992120301880e+01;7.425314679401816420e+01;-3.725130251002799753e+01;2.619010239110587435e+01;2.697113243598948173e+01
-4.896209502915001366e+01;-5.226498351280396548e+01;2.762679599527266561e+01;4.695622392065683215e+00;-1.256427141636396101e+02;-3.892089650216566099e+01;1.289130629515891791e+01;-4.815336969698215341e+01;3.074632036338747909e+01;1.004593606829301820e+02
2.658325141228392567e+02;1.453577432821122954e+02;2.092900501059867509e+02;-1.336950170327846195e+02;9.634309310433582851e+00;4.877357017734146893e+01;1.791941542302319590e+02;-2.218760108010691923e+01;4.121063848196129697e+01;4.228142246296274998e+00
3.224153962203811830e+02;1.352868542818249011e+02;2.673656153659903794e+02;-1.892024999101608671e+02;1.079061955666102506e+02;3.043140376511663803e+01;-2.440271108252969867e+01;-1.237867965112035051e+01;-1.114286097531471009e+00;5.525370655382288732e+01
3.224153962203811830e+02;1.352868542818249011e+02;2.673656153659903794e+02;-1.892024999101608671e+02;1.079061955666102506e+02;3.043140376511663447e+01;-2.440271108252969867e+01;-1.237867965112035051e+01;-1.114286097531471009e+00;5.525370655382288732e+01
3.224153962203811830e+02;1.352868542818249011e+02;2.673656153659903794e+02;-1.892024999101608671e+02;1.079061955666102506e+02;3.043140376511663447e+01;-2.440271108252969867e+01;-1.237867965112035051e+01;-1.114286097531471009e+00;5.525370655382288732e+01
2.894755379374983590e+02;1.398913471069705281e+02;2.319073737949099439e+02;-1.549898421449103125e+02;5.165070844214260148e+01;4.027710482594811481e+01;1.084435830783339583e+02;-1.931393592462135800e+01;-8.483824562162316951e+00;1.747739145269624572e+01
-4.492171257337121659e+01;1.147446457733457237e+02;-2.960495353387555983e+00;-5.891186542660534542e+01;-1.579492292737538151e+02;-3.880177185318304112e+01;-2.426766676347798413e+00;6.612970636443648687e+01;-4.017156071665322514e+00;2.826346500963936492e+01
-2.043015594671064434e+02;3.570232860199237166e+02;-1.921643948431464537e+02;-1.467187420167910830e+02;1.359902111265142288e+01;3.197203393486678635e+01;-2.778296386524822026e+01;-2.115007051219998147e+01;-8.652968244871203751e+00;-3.177153764051914919e+01
