9.957919019278742567e+00,-3.133716986680052941e-01,1.545316027415250426e+00,-7.472618515741596745e+00,2.392733104103320940e+01,-2.304916640646554526e+01,2.317531097819456321e+01,-1.518808886590127116e+01,-3.683897423276872196e+00,-1.449508039792822167e+01
-1.360533815134420976e+01,9.566338788673811599e-01,1.667000394057965806e+01,1.981700111678767584e+01,1.705841556303257889e+01,2.713007430243293827e-01,1.644125748855188718e+01,2.439111736040267786e+01,1.557765310399201653e+01,-2.347043637297724139e+00
-2.396865341307616504e+01,1.429776556322168624e+01,-1.797504014799750038e+01,6.641784171297066663e+00,-2.443321842159100044e+01,2.389683971472826940e+01,-3.871661170754786774e+00,-1.133299708643201598e+01,-1.571020530388723380e+01,-3.709963445116974068e+00
-2.275465699891315197e+01,1.433350030740756331e+01,-2.256077757531630112e+01,8.336734058611645182e+00,-2.219597489213820651e+01,2.160349228348111339e+01,-4.058626023204837452e+00,-1.224923636643761249e+01,-1.750648369161659446e+01,-3.452613081115910365e+00
-1.718203962267221385e+01,-1.135857384828137029e+00,1.956037510181273831e+01,2.057661606644726149e+01,1.638741469214376067e+01,1.982753467437353923e+00,1.530495735268688406e+01,2.153039037933390176e+01,1.282486704482714579e+01,-2.549737959511390262e+00
-2.343429390195526807e+01,7.792621927674259652e+00,2.073435891355679672e+01,4.767038686156505278e+00,1.596102696138929389e+01,1.710576834902060384e+01,-1.168865796563577852e+01,1.344188704083480346e+01,-1.161026852172053481e+01,-1.735142018473280956e+01
-2.449554713221213831e+01,6.953064932506299201e+00,1.877763501629997123e+01,1.878594573813498592e+00,1.155420243696583071e+01,1.722230487808312560e+01,-1.113395441773081629e+01,1.704821195765111952e+01,-9.156380519442361532e+00,-1.925268403477855017e+01
-2.229573514273902646e+01,1.369133860447256801e+01,-1.763355805756334149e+01,8.309262556514410036e+00,-2.426809361032107049e+01,2.146460274665879098e+01,-1.552369758428913116e-01,-1.175286802292176169e+01,-1.367908061191266178e+01,-4.793664561908316024e+00
1.060433691111161636e+01,-1.863004966135597851e+00,2.795642563156196303e+00,-8.217400679114639672e+00,2.224960325378048154e+01,-2.241894021920941427e+01,2.281423135269134406e+01,-1.677915645988093729e+01,-1.226663947389001752e+00,-1.530190743055014302e+01
1.024747958129665548e+01,-3.288167409617612780e+00,3.935587339275222973e+00,-6.446465007058122865e+00,2.326685599964557838e+01,-1.815350264911817746e+01,2.041370495009739727e+01,-1.823596627303299655e+01,-1.796283881789546344e+00,-1.509013723256743411e+01
9.488699317280740786e+00,-2.836315844672072650e-01,3.310787368253067520e+00,-5.783369640342820084e+00,2.163790224346201185e+01,-2.047629244148830807e+01,2.247259527271264901e+01,-2.035638001652830198e+01,-7.434922817736233647e-01,-1.854307971250610976e+01
9.598910981229435535e+00,-9.806956255750871598e-01,1.100941669786634325e+00,-4.694989574877987515e+00,2.191109114432280336e+01,-2.366532084148367687e+01,2.009238187244704932e+01,-1.875367859005677929e+01,-2.188273221447722072e+00,-1.303471775028226887e+01
-2.518572641062892004e+01,9.863153181638747213e+00,1.939908200753881928e+01,7.007946528823932653e+00,1.702731974709583440e+01,1.757543777692490750e+01,-1.216370404474365330e+01,1.726932059021362775e+01,-1.044483657654062903e+01,-1.950270486972715034e+01
-1.467676163053096516e+01,5.866872298349679049e-01,2.083849075374643078e+01,1.832830764426760339e+01,1.476196775443930775e+01,8.244194501686290533e-01,1.716542380005618895e+01,2.264250704245588608e+01,1.568335758131737379e+01,-3.563502961099004995e+00
-2.670199751770374874e+01,9.615074407788883448e+00,1.998293960317297291e+01,5.775498466255061025e+00,1.821181345918960304e+01,1.551382689900536427e+01,-1.191678198749879058e+01,1.376548945690860037e+01,-8.727409152249141044e+00,-1.937033068975394556e+01
-2.285601638710090100e+01,6.976555833732354550e+00,1.900211745410503283e+01,5.082371144733731860e+00,1.137469052108046341e+01,1.301335752063829965e+01,-1.089118171345905850e+01,1.727542857781357455e+01,-1.249072316755024303e+01,-1.784992384691818046e+01
-2.425856892205057136e+01,1.355841419608066190e+01,-1.892188783824786569e+01,5.038973321175634013e+00,-2.611365990589639097e+01,2.277397286985377534e+01,-3.585897671026045064e+00,-1.021785829610994867e+01,-1.721615191494453256e+01,-3.935039031550941591e+00
-2.409065659396764048e+01,1.703555037608055400e+01,-1.926864981375588926e+01,9.439702815957797810e+00,-2.461723224515396780e+01,2.105576989317739844e+01,-3.757107554314931264e+00,-1.353736670054710700e+01,-1.649786688711181171e+01,-5.479907804764524215e+00
-1.713109548522679404e+01,-1.062012802406386180e+00,1.921933437155050939e+01,2.095007344870373345e+01,1.611228572736297693e+01,-1.561884008660550771e+00,1.327306410565009642e+01,2.222404747830877980e+01,1.385811474461931958e+01,-1.197384525658742094e+00
-2.341683131772077076e+01,1.698925586342291538e+01,-2.050341794935407336e+01,5.436509307099104404e+00,-2.521047270992431066e+01,2.343961357327325246e+01,-2.698138366105334196e+00,-1.229333300970521137e+01,-1.687589567722298511e+01,-4.860459223295775288e+00
-2.392845677202729604e+01,7.729679773854909008e+00,1.769156460624010663e+01,5.872925823030037407e+00,1.445317172605766487e+01,1.762631407386131599e+01,-1.206254853958558826e+01,1.503737564768375634e+01,-8.353282844482679437e+00,-2.068228110699686795e+01
1.066636186439271228e+01,-2.303947832833803222e+00,2.896339953798383160e+00,-4.350783150662775434e+00,2.194749537241555970e+01,-2.254102983728825293e+01,2.301865180774533926e+01,-1.630472594335436654e+01,-9.842780129255523924e-01,-1.503650111005980605e+01
-1.716420884503155619e+01,-9.269352442295342165e-01,2.040245905579578078e+01,2.132632625645539548e+01,1.436857504700670063e+01,-1.362961759751592838e+00,1.495536513246628552e+01,2.168948552511605143e+01,1.312780539137292024e+01,-1.188612408011624488e+00
